O_TIMESTAMP	OPEN	HIGH	LOW	CLOSE	VOLUME	C_TIMESTAMP	QUOTE_ASSET_VOLUME	N_OF_TRADES	TAKER_B_ASSET_V	TAKER_Q_ASSET_VOLUME	IGNORE
1548000000000	0.48990000	0.49200000	0.47200000	0.48340000	250085.78000000	1548028799999	120571.83930200	851	127164.99000000	61371.83824700	0
1548028800000	0.48390000	0.49330000	0.46500000	0.47970000	170753.12000000	1548057599999	81710.36899300	639	69431.82000000	33491.37100400	0
1548057600000	0.48200000	0.48900000	0.47300000	0.48260000	103146.01000000	1548086399999	49706.69171600	474	38656.34000000	18671.29005800	0
1548086400000	0.48220000	0.51980000	0.48090000	0.49720000	623888.71000000	1548115199999	314669.72691100	1907	367435.20000000	184995.37851200	0
1548115200000	0.49600000	0.51490000	0.49560000	0.50810000	230076.40000000	1548143999999	116716.94804000	628	119752.40000000	60798.06997700	0
1548144000000	0.50810000	0.56560000	0.50670000	0.56010000	756254.05000000	1548172799999	405031.97927000	2160	390984.19000000	208272.42729400	0
1548172800000	0.56040000	0.56270000	0.53230000	0.53440000	798623.05000000	1548201599999	433764.95371100	2184	299384.04000000	163154.13027300	0
1548201600000	0.53420000	0.54750000	0.51360000	0.51900000	398399.32000000	1548230399999	210446.78966300	1363	146948.81000000	77479.58308300	0
1548230400000	0.51900000	0.52000000	0.49010000	0.51260000	627899.14000000	1548259199999	319941.49338500	1446	421090.33000000	215228.96780800	0
1548259200000	0.51510000	0.53340000	0.49760000	0.50460000	800770.93000000	1548287999999	409964.01471100	1783	341832.05000000	174452.59737500	0
1548288000000	0.50460000	0.50650000	0.45180000	0.49020000	937617.82000000	1548316799999	456301.93546900	2058	305902.58000000	148615.29133300	0
1548316800000	0.49020000	0.50000000	0.47720000	0.48820000	274936.08000000	1548345599999	133907.90068500	979	121852.08000000	59538.60544300	0
1548345600000	0.48820000	0.50310000	0.47970000	0.50170000	316665.63000000	1548374399999	155429.29158600	933	147130.81000000	72542.82712800	0
1548374400000	0.50310000	0.51570000	0.49930000	0.50420000	261075.53000000	1548403199999	132275.63121000	944	112373.91000000	56984.72298000	0
1548403200000	0.50420000	0.50650000	0.47400000	0.48800000	480340.31000000	1548431999999	234602.45343100	1222	119509.13000000	58540.84221000	0
1548432000000	0.48800000	0.48810000	0.47120000	0.47390000	371453.24000000	1548460799999	177966.75943200	1153	153525.13000000	73961.79072200	0
1548460800000	0.47360000	0.48840000	0.47320000	0.48560000	212246.54000000	1548489599999	101864.15203300	736	116343.82000000	55915.93875100	0
1548489600000	0.48550000	0.48800000	0.46750000	0.47040000	306862.59000000	1548518399999	146405.38555100	902	101771.43000000	48660.95496500	0
1548518400000	0.46860000	0.47500000	0.46240000	0.46610000	346544.76000000	1548547199999	161916.28405300	891	137596.87000000	64442.74104400	0
1548547200000	0.46610000	0.46660000	0.43550000	0.43820000	1063031.68000000	1548575999999	477708.94483400	2187	341804.13000000	154152.14735200	0
1548576000000	0.43720000	0.44710000	0.42290000	0.42830000	736957.25000000	1548604799999	319653.57135300	1654	303296.16000000	131668.94703700	0
1548604800000	0.42790000	0.43870000	0.42400000	0.43030000	478930.72000000	1548633599999	206942.38590500	916	169289.37000000	73349.48867100	0
1548633600000	0.43100000	0.43130000	0.37820000	0.39950000	1202351.67000000	1548662399999	478193.27882700	2108	442150.66000000	175068.69325500	0
1548662400000	0.39750000	0.40200000	0.35040000	0.36450000	1569304.94000000	1548691199999	580375.62357000	2606	481012.72000000	177938.72971100	0
1548691200000	0.36460000	0.41550000	0.36440000	0.41160000	1234555.24000000	1548719999999	482208.11644900	2322	621959.99000000	243256.80127700	0
1548720000000	0.41040000	0.44150000	0.40610000	0.41750000	1452170.90000000	1548748799999	611793.06990400	3048	706957.92000000	297728.93782700	0
1548748800000	0.41400000	0.44000000	0.41140000	0.43420000	1231027.91000000	1548777599999	525373.92214100	2819	543924.25000000	232597.46489400	0
1548777600000	0.43320000	0.46380000	0.41200000	0.45050000	2507626.56000000	1548806399999	1115232.74407400	4856	1225726.26000000	545653.49432200	0
1548806400000	0.45050000	0.45140000	0.41300000	0.43460000	835117.81000000	1548835199999	361646.60854600	2047	358116.94000000	155464.65321600	0
1548835200000	0.43480000	0.43820000	0.42080000	0.42080000	608531.65000000	1548863999999	260979.05076500	1400	297685.35000000	127762.18931600	0
1548864000000	0.42100000	0.43610000	0.41700000	0.42490000	648720.13000000	1548892799999	275189.46760000	1681	249179.94000000	105578.56332400	0
1548892800000	0.42500000	0.44100000	0.41930000	0.42150000	456484.36000000	1548921599999	195760.50512600	1115	196005.73000000	84181.51301800	0
1548921600000	0.42160000	0.42300000	0.39100000	0.41270000	808266.30000000	1548950399999	328826.62635300	2132	331965.52000000	135085.12506700	0
1548950400000	0.41060000	0.41500000	0.38110000	0.38320000	764282.95000000	1548979199999	301964.89876700	1652	295442.21000000	116683.37791200	0
1548979200000	0.38500000	0.40000000	0.38000000	0.39200000	632566.23000000	1549007999999	244228.89152500	1123	167916.06000000	65296.91519200	0
1549008000000	0.39000000	0.41350000	0.39000000	0.40100000	273860.97000000	1549036799999	110484.43692800	805	108435.36000000	43720.33910100	0
1549036800000	0.39940000	0.43000000	0.39580000	0.41470000	992805.36000000	1549065599999	413629.13881800	2044	389955.87000000	162294.12624300	0
1549065600000	0.41630000	0.43300000	0.41130000	0.41620000	368341.07000000	1549094399999	155671.38777900	951	177478.91000000	74783.34204600	0
1549094400000	0.41610000	0.42110000	0.40240000	0.40260000	194954.77000000	1549123199999	79980.86430700	571	75838.60000000	31255.19586000	0
1549123200000	0.40260000	0.41870000	0.39850000	0.41360000	257737.64000000	1549151999999	105188.07913200	829	120482.46000000	49410.34031000	0
1549152000000	0.41700000	0.41700000	0.40260000	0.40840000	197788.04000000	1549180799999	80512.78386500	540	85338.55000000	34679.53050000	0
1549180800000	0.40770000	0.40950000	0.39160000	0.39770000	469508.38000000	1549209599999	186632.76074300	1070	119216.26000000	47550.16621300	0
1549209600000	0.39770000	0.40200000	0.38600000	0.39630000	397874.14000000	1549238399999	157158.42714100	790	109387.31000000	43168.31634200	0
1549238400000	0.39590000	0.40000000	0.38670000	0.39070000	242477.68000000	1549267199999	94902.13161700	699	105524.71000000	41324.56723800	0
1549267200000	0.39070000	0.41070000	0.39050000	0.40730000	594038.61000000	1549295999999	238613.10747900	973	298407.00000000	120556.11296000	0
1549296000000	0.40790000	0.41250000	0.39430000	0.39430000	612868.67000000	1549324799999	245494.34404300	1074	184839.15000000	74244.86939300	0
1549324800000	0.39260000	0.40300000	0.39020000	0.39380000	195635.12000000	1549353599999	77294.38459600	495	86929.35000000	34394.07060200	0
1549353600000	0.39640000	0.40690000	0.39100000	0.40520000	318215.44000000	1549382399999	126003.80565200	671	118217.21000000	47125.66282800	0
1549382400000	0.40570000	0.43270000	0.40450000	0.42240000	785256.47000000	1549411199999	329042.91368600	2245	366215.55000000	153586.83633000	0
1549411200000	0.42240000	0.42360000	0.39780000	0.40870000	684362.23000000	1549439999999	279185.99217200	1851	282675.06000000	115188.52603500	0
1549440000000	0.40870000	0.40960000	0.39150000	0.39940000	383330.25000000	1549468799999	153490.82713200	1158	129501.58000000	51848.21136500	0
1549468800000	0.39960000	0.41010000	0.39280000	0.40000000	300853.73000000	1549497599999	120142.80193900	806	134722.21000000	53846.42063600	0
1549497600000	0.40000000	0.40230000	0.39130000	0.39820000	245552.47000000	1549526399999	97351.88427300	769	87854.76000000	34901.52793200	0
1549526400000	0.39940000	0.40640000	0.39780000	0.40050000	135853.00000000	1549555199999	54547.18477600	584	58548.67000000	23528.21932400	0
1549555200000	0.40250000	0.40650000	0.40000000	0.40210000	117436.89000000	1549583999999	47294.71348100	417	55969.45000000	22552.12403300	0
1549584000000	0.40210000	0.41910000	0.39850000	0.41730000	374385.13000000	1549612799999	154417.60571500	1305	158070.40000000	65395.51176800	0
1549612800000	0.41720000	0.42690000	0.41480000	0.42500000	619422.91000000	1549641599999	260575.27490200	1609	211937.15000000	89255.19922700	0
1549641600000	0.42410000	0.45000000	0.42220000	0.43830000	1022161.54000000	1549670399999	444700.41798600	2280	630391.91000000	274256.44982600	0
1549670400000	0.43710000	0.44120000	0.43100000	0.43930000	200929.64000000	1549699199999	87410.77321900	721	83767.70000000	36499.50990000	0
1549699200000	0.44180000	0.48440000	0.43950000	0.48130000	512065.42000000	1549727999999	234356.78859600	1768	224365.94000000	103143.91739200	0
1549728000000	0.47890000	0.48120000	0.46010000	0.46120000	671820.89000000	1549756799999	315403.48355000	1831	308266.51000000	145064.87540300	0
1549756800000	0.46480000	0.48000000	0.45430000	0.46600000	515296.99000000	1549785599999	240282.19132300	1589	279819.39000000	130779.98872000	0
1549785600000	0.46590000	0.47250000	0.46230000	0.46970000	252435.24000000	1549814399999	117842.99535600	910	118669.35000000	55436.31027500	0
1549814400000	0.46840000	0.46970000	0.43250000	0.44990000	1233118.32000000	1549843199999	555266.43294100	2547	586016.35000000	264946.51504700	0
1549843200000	0.44950000	0.45150000	0.43000000	0.44510000	489101.12000000	1549871999999	214763.25207600	1296	204758.89000000	90118.07747100	0
1549872000000	0.44510000	0.45130000	0.42180000	0.42420000	630830.21000000	1549900799999	274795.10828100	1752	314903.90000000	137950.86028000	0
1549900800000	0.42420000	0.43500000	0.42000000	0.42890000	460266.06000000	1549929599999	195997.51227400	1316	240769.75000000	102677.40211300	0
1549929600000	0.42770000	0.43270000	0.41800000	0.42840000	304909.84000000	1549958399999	129543.55377900	952	138776.65000000	59060.53064200	0
1549958400000	0.42950000	0.43100000	0.41760000	0.42410000	310780.79000000	1549987199999	131745.44880000	719	96417.72000000	41025.37689400	0
1549987200000	0.42350000	0.43740000	0.41950000	0.42770000	325612.95000000	1550015999999	139379.75782500	1047	143310.71000000	61440.62045700	0
1550016000000	0.42770000	0.42950000	0.42000000	0.42500000	225892.01000000	1550044799999	95782.67607000	722	77805.51000000	33076.32937700	0
1550044800000	0.42520000	0.42550000	0.41830000	0.42090000	193683.87000000	1550073599999	81515.10758100	577	60840.87000000	25648.86545500	0
1550073600000	0.42090000	0.44540000	0.41910000	0.44110000	515801.50000000	1550102399999	223279.20721900	1587	264192.09000000	114673.67884000	0
1550102400000	0.44220000	0.44390000	0.43040000	0.44000000	264331.39000000	1550131199999	115495.86188700	837	113214.24000000	49393.13789400	0
1550131200000	0.44000000	0.44420000	0.42030000	0.43150000	467175.46000000	1550159999999	202240.32114900	1391	172082.07000000	74829.60784500	0
1550160000000	0.43290000	0.43420000	0.42120000	0.42590000	210546.59000000	1550188799999	89949.75831700	806	77783.49000000	33264.98098300	0
1550188800000	0.42350000	0.42990000	0.42220000	0.42730000	99281.89000000	1550217599999	42405.29795100	507	44493.33000000	19013.46601600	0
1550217600000	0.42730000	0.43440000	0.42400000	0.42540000	210878.32000000	1550246399999	90391.53950600	873	96546.87000000	41429.29342700	0
1550246400000	0.42770000	0.45000000	0.42540000	0.43420000	302091.59000000	1550275199999	131863.01200800	948	104627.18000000	45642.03112200	0
1550275200000	0.43660000	0.44250000	0.42510000	0.43640000	233846.79000000	1550303999999	102002.91172900	852	98983.54000000	43368.43677500	0
1550304000000	0.43560000	0.44640000	0.43440000	0.44340000	160421.71000000	1550332799999	70703.32391400	714	64160.48000000	28287.45086100	0
1550332800000	0.44430000	0.44530000	0.43460000	0.43980000	71223.08000000	1550361599999	31235.03646300	422	22881.52000000	10052.28215500	0
1550361600000	0.43860000	0.43860000	0.43170000	0.43850000	122977.60000000	1550390399999	53448.01355900	375	62423.26000000	27167.68946700	0
1550390400000	0.43840000	0.44990000	0.43710000	0.44010000	225543.34000000	1550419199999	99722.57724600	936	97765.95000000	43336.06906000	0
1550419200000	0.43940000	0.47970000	0.43770000	0.46040000	1267988.78000000	1550447999999	587225.88019700	3356	437643.79000000	201762.62767300	0
1550448000000	0.46150000	0.48000000	0.45340000	0.47070000	384709.41000000	1550476799999	178297.92634200	1300	190809.24000000	88797.89423800	0
1550476800000	0.47090000	0.47860000	0.46240000	0.47730000	564094.21000000	1550505599999	264938.05430500	1640	356257.46000000	167167.49751800	0
1550505600000	0.47850000	0.48230000	0.47000000	0.47100000	481451.16000000	1550534399999	228337.67794400	1310	154922.05000000	73861.62512500	0
1550534400000	0.47100000	0.47880000	0.46440000	0.47060000	400089.02000000	1550563199999	188210.96930400	1135	131615.35000000	62011.39536800	0
1550563200000	0.47060000	0.47770000	0.45620000	0.46530000	780338.09000000	1550591999999	365879.35793700	1907	388690.44000000	182934.68639600	0
1550592000000	0.46530000	0.47890000	0.45200000	0.45980000	367575.33000000	1550620799999	169964.55577200	994	159040.78000000	73787.36602400	0
1550620800000	0.45480000	0.46140000	0.44570000	0.45030000	343059.09000000	1550649599999	155345.62493500	923	117381.41000000	53159.71342900	0
1550649600000	0.44790000	0.47480000	0.44320000	0.46360000	802655.33000000	1550678399999	370691.43216200	2269	327319.10000000	151040.42414400	0
1550678400000	0.46330000	0.47000000	0.46130000	0.46180000	213071.86000000	1550707199999	99093.70995000	661	95420.48000000	44368.72805800	0
1550707200000	0.46170000	0.47380000	0.45750000	0.46950000	367795.24000000	1550735999999	171038.90750300	1193	123595.48000000	57676.83704600	0
1550736000000	0.46940000	0.47500000	0.43800000	0.44530000	888120.45000000	1550764799999	401820.61165300	2368	349213.78000000	158824.77348000	0
1550764800000	0.44530000	0.44800000	0.43900000	0.44380000	187299.29000000	1550793599999	83016.27156000	622	114543.00000000	50762.53507000	0
1550793600000	0.44380000	0.45000000	0.44000000	0.44090000	224358.85000000	1550822399999	99508.39117000	724	77595.30000000	34496.71944100	0
1550822400000	0.44110000	0.46500000	0.44000000	0.45030000	307308.70000000	1550851199999	138769.97531900	1049	125672.43000000	56818.16414200	0
1550851200000	0.45020000	0.45090000	0.44450000	0.44790000	168856.22000000	1550879999999	75572.49715800	561	60425.70000000	27077.00434300	0
1550880000000	0.44800000	0.45140000	0.44370000	0.45000000	119824.99000000	1550908799999	53579.93408100	536	55777.77000000	24978.64660800	0
1550908800000	0.44820000	0.45340000	0.44500000	0.44500000	214154.97000000	1550937599999	95934.60665400	634	67699.05000000	30413.95683100	0
1550937600000	0.44510000	0.46400000	0.44500000	0.45850000	591549.68000000	1550966399999	270179.18656300	1462	313675.01000000	143347.93785200	0
1550966400000	0.45920000	0.46440000	0.45630000	0.45960000	325457.07000000	1550995199999	149903.47737300	1012	151243.85000000	69770.80363300	0
1550995200000	0.45970000	0.46310000	0.40420000	0.40420000	906726.55000000	1551023999999	394238.96370400	2365	256553.40000000	111777.60379500	0
1551024000000	0.40420000	0.42000000	0.39750000	0.40500000	922009.63000000	1551052799999	373202.83448500	1474	432403.74000000	175062.28730300	0
1551052800000	0.40470000	0.41890000	0.40070000	0.41870000	310450.30000000	1551081599999	126697.48236700	869	142119.82000000	58160.79092300	0
1551081600000	0.41870000	0.45840000	0.41490000	0.45660000	610067.21000000	1551110399999	263322.27861400	1960	319090.60000000	138222.92928300	0
1551110400000	0.45710000	0.47490000	0.44210000	0.47230000	864838.70000000	1551139199999	393670.98947800	2114	450195.42000000	205803.61043800	0
1551139200000	0.47220000	0.47400000	0.43620000	0.43990000	912414.72000000	1551167999999	418698.10700700	2031	431175.92000000	197808.57182600	0
1551168000000	0.44030000	0.44600000	0.43000000	0.43840000	577247.90000000	1551196799999	253305.68624100	1414	212147.36000000	93293.32789300	0
1551196800000	0.43900000	0.44080000	0.43110000	0.43410000	285864.05000000	1551225599999	124542.79356000	778	104755.21000000	45688.70978600	0
1551225600000	0.43350000	0.43940000	0.42590000	0.43560000	300010.48000000	1551254399999	129242.42988500	790	164483.97000000	70733.23401200	0
1551254400000	0.43560000	0.44120000	0.42950000	0.43340000	175807.31000000	1551283199999	76703.96622500	512	70055.27000000	30695.32648100	0
1551283200000	0.43350000	0.43570000	0.41450000	0.42740000	378394.66000000	1551311999999	159841.02224500	835	164898.93000000	69762.85568400	0
1551312000000	0.42740000	0.43420000	0.42440000	0.42820000	210262.98000000	1551340799999	90096.09354100	523	118988.74000000	51054.76536700	0
1551340800000	0.42840000	0.45000000	0.41660000	0.43500000	624978.44000000	1551369599999	269256.27142500	1469	248240.73000000	106691.02599900	0
1551369600000	0.43550000	0.43800000	0.42230000	0.42440000	224726.71000000	1551398399999	95959.19498800	865	80542.61000000	34491.30856000	0
1551398400000	0.42360000	0.43100000	0.42190000	0.42510000	147907.20000000	1551427199999	62997.74443100	497	69629.00000000	29668.66595000	0
1551427200000	0.42510000	0.42890000	0.42030000	0.42450000	170186.43000000	1551455999999	71967.11273200	503	93784.56000000	39681.40810600	0
1551456000000	0.42530000	0.43860000	0.42530000	0.42850000	242597.18000000	1551484799999	104741.19091300	648	117505.30000000	50666.96331500	0
1551484800000	0.42860000	0.43720000	0.42240000	0.42260000	95366.75000000	1551513599999	40834.28458900	379	30224.47000000	12954.98966000	0
1551513600000	0.42230000	0.42790000	0.41730000	0.42100000	185014.50000000	1551542399999	78256.58995700	522	75284.61000000	31877.77666700	0
1551542400000	0.42160000	0.42420000	0.41740000	0.42210000	51188.75000000	1551571199999	21509.09949800	232	27599.89000000	11601.88010400	0
1551571200000	0.42320000	0.42900000	0.42120000	0.42630000	68552.55000000	1551599999999	29193.52794100	312	32519.40000000	13869.45459300	0
1551600000000	0.42700000	0.42920000	0.41910000	0.41910000	78565.05000000	1551628799999	33442.07925000	341	24070.27000000	10267.49231500	0
1551628800000	0.41900000	0.42750000	0.41770000	0.42050000	78312.35000000	1551657599999	33024.60927400	258	27174.19000000	11482.58665100	0
1551657600000	0.42030000	0.42280000	0.40330000	0.40540000	340101.46000000	1551686399999	140006.53044100	899	115384.28000000	47572.41582400	0
1551686400000	0.40570000	0.40830000	0.39290000	0.40830000	214221.03000000	1551715199999	85998.12158900	648	62980.21000000	25288.22663700	0
1551715200000	0.40810000	0.42550000	0.40080000	0.40360000	392059.70000000	1551743999999	161498.29626200	1287	165048.56000000	67928.19951400	0
1551744000000	0.40290000	0.42800000	0.40230000	0.41750000	380743.31000000	1551772799999	156490.41055500	985	149410.02000000	61643.47956700	0
1551772800000	0.41830000	0.43430000	0.41080000	0.41440000	864023.16000000	1551801599999	361845.69228900	2282	390635.13000000	164086.28044300	0
1551801600000	0.41620000	0.42910000	0.41440000	0.42910000	441413.43000000	1551830399999	185294.79489100	965	198538.80000000	83495.06701000	0
1551830400000	0.42910000	0.43090000	0.41860000	0.42740000	235223.11000000	1551859199999	100037.60769500	692	107064.31000000	45659.47320200	0
1551859200000	0.42610000	0.43150000	0.42220000	0.42640000	243853.71000000	1551887999999	103694.33255500	553	120169.45000000	51082.78010800	0
1551888000000	0.42650000	0.43850000	0.42330000	0.42960000	237251.33000000	1551916799999	102152.86917500	812	113740.87000000	49031.97729600	0
1551916800000	0.42960000	0.43520000	0.42560000	0.42980000	255253.37000000	1551945599999	109717.29863100	602	134763.46000000	57935.80972900	0
1551945600000	0.42920000	0.44340000	0.42690000	0.43770000	203495.20000000	1551974399999	88262.54490900	568	102596.46000000	44484.64948900	0
1551974400000	0.43600000	0.47660000	0.43530000	0.45210000	1040015.46000000	1552003199999	479413.69960200	2859	489475.70000000	225841.51093100	0
1552003200000	0.45210000	0.51070000	0.45190000	0.48510000	2155570.85000000	1552031999999	1047880.62279100	5737	1120482.78000000	544580.78176100	0
1552032000000	0.48690000	0.49500000	0.47090000	0.49430000	438738.44000000	1552060799999	211850.83870800	1566	203806.94000000	98601.57732100	0
1552060800000	0.48950000	0.49930000	0.45550000	0.46110000	653971.54000000	1552089599999	310338.25034200	2319	264415.09000000	126007.67143900	0
1552089600000	0.46110000	0.48030000	0.45240000	0.47650000	532984.26000000	1552118399999	245659.85211900	1684	248778.69000000	114942.59626900	0
1552118400000	0.47620000	0.47830000	0.46310000	0.46590000	461271.18000000	1552147199999	215961.17104300	1282	148463.64000000	69663.54122700	0
1552147200000	0.46680000	0.48240000	0.45900000	0.47460000	387430.99000000	1552175999999	181474.97963600	1322	171323.10000000	80349.46250800	0
1552176000000	0.47420000	0.50500000	0.46810000	0.46990000	578033.35000000	1552204799999	275983.62367700	2207	277127.40000000	132572.79340800	0
1552204800000	0.46930000	0.52920000	0.46850000	0.52780000	921959.33000000	1552233599999	463341.29111200	3701	411944.80000000	207450.27720000	0
1552233600000	0.52880000	0.54600000	0.49590000	0.49810000	1387999.18000000	1552262399999	717186.48085800	4213	641417.16000000	331648.19249400	0
1552262400000	0.49820000	0.51810000	0.48810000	0.49490000	837205.01000000	1552291199999	417344.76639500	2616	292573.89000000	146237.84885900	0
1552291200000	0.49490000	0.49490000	0.43820000	0.48590000	1374744.23000000	1552319999999	647906.51670100	3077	538241.69000000	253091.85023900	0
1552320000000	0.48730000	0.48730000	0.46000000	0.46290000	421104.97000000	1552348799999	197549.56921000	1464	204299.57000000	96025.75667700	0
1552348800000	0.46410000	0.48510000	0.45030000	0.46690000	737554.35000000	1552377599999	343773.78470900	2123	360061.39000000	167827.03639500	0
1552377600000	0.46880000	0.50790000	0.46880000	0.49030000	786189.68000000	1552406399999	389022.51523500	2058	351121.17000000	174452.09580500	0
1552406400000	0.49010000	0.49600000	0.48050000	0.48760000	581438.64000000	1552435199999	283620.12868400	1784	278668.71000000	135927.36659800	0
1552435200000	0.48720000	0.48800000	0.47400000	0.48150000	386439.33000000	1552463999999	185601.85026300	1557	162538.56000000	78105.21164400	0
1552464000000	0.48090000	0.48610000	0.46710000	0.47550000	531780.41000000	1552492799999	253206.59091400	1546	211654.06000000	101197.40241200	0
1552492800000	0.47530000	0.48420000	0.46900000	0.48050000	345136.94000000	1552521599999	163921.73622200	1296	152683.20000000	72657.18226500	0
1552521600000	0.48140000	0.49800000	0.47440000	0.47980000	583226.79000000	1552550399999	282517.52243300	2105	342144.71000000	165976.76139200	0
1552550400000	0.48100000	0.49940000	0.47220000	0.48500000	598685.98000000	1552579199999	289186.42797900	2265	265793.77000000	128605.49780100	0
1552579200000	0.48500000	0.49500000	0.48360000	0.48710000	538879.63000000	1552607999999	263550.91314700	1733	198547.25000000	97198.22670700	0
1552608000000	0.48580000	0.49600000	0.48500000	0.48930000	211606.77000000	1552636799999	103475.50135700	887	98672.57000000	48279.05146800	0
1552636800000	0.48770000	0.49240000	0.48360000	0.48800000	192359.48000000	1552665599999	93798.03171100	828	59716.21000000	29139.64799900	0
1552665600000	0.48800000	0.49090000	0.48310000	0.48580000	173926.81000000	1552694399999	84624.38334600	806	82866.26000000	40383.50977800	0
1552694400000	0.48660000	0.49600000	0.46810000	0.48000000	1248595.61000000	1552723199999	600971.18618800	4069	508715.66000000	245766.93799700	0
1552723200000	0.48000000	0.48480000	0.47340000	0.48280000	350916.68000000	1552751999999	168365.21566200	1380	164053.68000000	78762.92712000	0
1552752000000	0.48280000	0.48470000	0.47670000	0.48190000	169002.22000000	1552780799999	81261.07397100	1029	90421.72000000	43516.94026700	0
1552780800000	0.48050000	0.48870000	0.47020000	0.47500000	1130788.24000000	1552809599999	539449.25778900	3925	474324.93000000	227117.61946400	0
1552809600000	0.47620000	0.48190000	0.47360000	0.47930000	146438.24000000	1552838399999	69909.25923000	876	63215.32000000	30247.45851800	0
1552838400000	0.47900000	0.48350000	0.47650000	0.47850000	74900.25000000	1552867199999	35868.87717600	492	29290.25000000	14061.67769400	0
1552867200000	0.47890000	0.48330000	0.47120000	0.47210000	235401.49000000	1552895999999	112425.36932200	966	101667.36000000	48640.83809500	0
1552896000000	0.47150000	0.47690000	0.46790000	0.46990000	430537.11000000	1552924799999	202949.02830100	992	152495.90000000	72113.16773400	0
1552924800000	0.47090000	0.47700000	0.46700000	0.47570000	225887.49000000	1552953599999	106682.94122600	854	156330.13000000	73885.06267900	0
1552953600000	0.47600000	0.47750000	0.47010000	0.47170000	129222.03000000	1552982399999	61178.75138400	435	51503.48000000	24364.91863600	0
1552982400000	0.47140000	0.47570000	0.46480000	0.47020000	259037.78000000	1553011199999	121628.45509900	1011	119002.70000000	55991.25139800	0
1553011200000	0.47070000	0.48000000	0.47030000	0.47700000	142474.78000000	1553039999999	67728.89571300	577	90559.69000000	43096.06719200	0
1553040000000	0.47960000	0.48990000	0.47570000	0.48520000	310765.07000000	1553068799999	150092.03117700	918	191270.91000000	92364.19095100	0
1553068800000	0.48620000	0.48630000	0.47370000	0.47830000	266377.13000000	1553097599999	127812.91153300	1021	133021.30000000	63834.05926900	0
1553097600000	0.47560000	0.48360000	0.47560000	0.48070000	119004.08000000	1553126399999	57173.60683900	492	71376.55000000	34303.64571800	0
1553126400000	0.48180000	0.48420000	0.47500000	0.47810000	163906.89000000	1553155199999	78435.58888400	538	51010.19000000	24397.53103000	0
1553155200000	0.47650000	0.48160000	0.43420000	0.45360000	591835.94000000	1553183999999	273416.06636200	1639	185981.56000000	85692.31177800	0
1553184000000	0.45210000	0.47700000	0.44860000	0.45480000	288248.97000000	1553212799999	132405.45812800	969	132176.06000000	60922.46855300	0
1553212800000	0.45510000	0.46020000	0.44700000	0.44740000	454046.95000000	1553241599999	205345.42837100	1060	203729.39000000	91991.70666300	0
1553241600000	0.45080000	0.46410000	0.44830000	0.45800000	288904.10000000	1553270399999	131399.15182600	780	116564.32000000	53036.53817800	0
1553270400000	0.45810000	0.46550000	0.45650000	0.46460000	120626.28000000	1553299199999	55640.33615600	473	38530.84000000	17800.30477900	0
1553299200000	0.46270000	0.46440000	0.45730000	0.46160000	120281.83000000	1553327999999	55357.05862700	461	61608.51000000	28355.09679800	0
1553328000000	0.46180000	0.46230000	0.45450000	0.45780000	202071.56000000	1553356799999	92554.18353000	671	104354.97000000	47769.34493900	0
1553356800000	0.45780000	0.46090000	0.45550000	0.46080000	84396.27000000	1553385599999	38737.47190900	320	34395.74000000	15785.81751400	0
